Address_Town,Education_Sector,School_Type,LGA_Name,X,Y
Clyde,Government,Secondary,Casey (C),145.33886,-38.12955
Cobden,Government,Secondary,Corangamite (S),143.06361,-38.32404
Cranbourne,Government,Secondary,Casey (C),145.27103,-38.07539
Daylesford,Government,Secondary,Hepburn (S),144.15185,-37.33467
Dromana,Government,Secondary,Mornington Peninsula (S),145.01358,-38.34264
Grovedale,Government,Secondary,Greater Geelong (C),144.32744,-38.2104
Irymple,Government,Secondary,Mildura (RC),142.1647,-34.23233
Kangaroo Flat,Government,Secondary,Greater Bendigo (C),144.23367,-36.78865
Lalor,Government,Secondary,Whittlesea (C),145.01316,-37.66691
Lilydale,Government,Secondary,Yarra Ranges (S),145.34141,-37.74582
Melton South,Government,Secondary,Melton (C),144.56869,-37.70836
Mildura,Government,Secondary,Mildura (RC),142.14798,-34.19573
Bentleigh East,Government,Secondary,Glen Eira (C),145.0598,-37.92736
Mount Clear,Government,Secondary,Ballarat (C),143.87667,-37.60796
Niddrie,Government,Secondary,Moonee Valley (C),144.88618,-37.74668
Preston,Government,Secondary,Darebin (C),145.02537,-37.74007
Hawthorn,Government,Secondary,Boroondara (C),145.04082,-37.82314
Southbank,Government,Secondary,Melbourne (C),144.96477,-37.82823
Warrnambool,Government,Secondary,Warrnambool (C),142.45892,-38.35871
Werribee,Government,Secondary,Wyndham (C),144.65385,-37.88893
Bendigo,Government,Secondary,Greater Bendigo (C),144.29798,-36.73893
Whittlesea,Government,Secondary,Whittlesea (C),145.12018,-37.51505
Alexandra,Government,Secondary,Murrindindi (S),145.70148,-37.19449
Hawthorn East,Government,Secondary,Boroondara (C),145.04507,-37.83988
LAKE GARDENS,Government,Secondary,Ballarat (C),143.81821,-37.55452
Balwyn North,Government,Secondary,Boroondara (C),145.07677,-37.79786
Bayswater,Government,Secondary,Knox (C),145.262,-37.83903
Beaufort,Government,Secondary,Pyrenees (S),143.38249,-37.43884
Beaumaris,Government,Secondary,Bayside (C),145.03408,-37.9784
Beechworth,Government,Secondary,Indigo (S),146.69076,-36.34722
Belmont,Government,Secondary,Greater Geelong (C),144.33056,-38.17565
Bendigo,Government,Secondary,Greater Bendigo (C),144.27928,-36.7553
Berwick,Government,Secondary,Casey (C),145.36544,-38.0314
Blackburn,Government,Secondary,Whitehorse (C),145.14989,-37.81037
Bogong,Government,Pri/Sec,Alpine (S),147.22537,-36.80408
Box Hill,Government,Secondary,Whitehorse (C),145.13721,-37.82
Braybrook,Government,Secondary,Maribyrnong (C),144.84754,-37.77826
Glen Waverley,Government,Secondary,Monash (C),145.16634,-37.89951
Brighton East,Government,Secondary,Bayside (C),145.01912,-37.92016
Broadford,Government,Secondary,Mitchell (S),145.04003,-37.20438
Essendon,Government,Secondary,Moonee Valley (C),144.89775,-37.74712
Canterbury,Government,Secondary,Boroondara (C),145.07282,-37.83015
Canterbury,Government,Secondary,Boroondara (C),145.0691,-37.82029
Casterton,Government,Secondary,Glenelg (S),141.38749,-37.5888
Cheltenham,Government,Secondary,Kingston (C),145.06868,-37.95376
Cobram,Government,Secondary,Moira (S),145.65412,-35.9136
Cohuna,Government,Secondary,Gannawarra (S),144.22642,-35.8135
Cranbourne,Government,Secondary,Casey (C),145.28614,-38.10759
Cranbourne West,Government,Secondary,Casey (C),145.24651,-38.10672
Croydon,Government,Secondary,Maroondah (C),145.28126,-37.78935
Flemington,Government,Secondary,Moonee Valley (C),144.93324,-37.78215
Dimboola,Government,Secondary,Hindmarsh (S),142.03441,-36.44984
Doncaster East,Government,Secondary,Manningham (C),145.15856,-37.78213
Donald,Government,Secondary,Buloke (S),142.97396,-36.37078
Doncaster,Government,Secondary,Manningham (C),145.13805,-37.78458
Drouin,Government,Secondary,Baw Baw (S),145.85098,-38.14466
Eaglehawk,Government,Secondary,Greater Bendigo (C),144.26163,-36.72006
Eltham,Government,Secondary,Nillumbik (S),145.14172,-37.72444
Elwood,Government,Secondary,Port Phillip (C),144.9852,-37.88232
Epping,Government,Secondary,Whittlesea (C),145.03343,-37.644
Euroa,Government,Secondary,Strathbogie (S),145.5648,-36.7582
Knoxfield,Government,Secondary,Knox (C),145.25904,-37.87321
Bendigo,Government,Secondary,Greater Bendigo (C),144.29759,-36.77579
Port Melbourne,Government,Secondary,Port Phillip (C),144.93204,-37.83201
Footscray,Government,Secondary,Maribyrnong (C),144.89376,-37.79104
Foster,Government,Secondary,South Gippsland (S),146.19741,-38.65174
Frankston,Government,Secondary,Frankston (C),145.12895,-38.16219
East Geelong,Government,Secondary,Greater Geelong (C),144.37373,-38.15303
North Geelong,Government,Secondary,Greater Geelong (C),144.34079,-38.10996
Gisborne,Government,Secondary,Macedon Ranges (S),144.58477,-37.49811
Gladstone Park,Government,Secondary,Hume (C),144.89,-37.68977
Bundoora,Government,Secondary,Banyule (C),145.06198,-37.7075
Shepparton,Government,Secondary,Greater Shepparton (C),145.4154,-36.37207
Hastings,Government,Secondary,Mornington Peninsula (S),145.17638,-38.30817
Healesville,Government,Secondary,Yarra Ranges (S),145.53081,-37.64359
Heywood,Government,Secondary,Glenelg (S),141.6205,-38.12927
Glen Waverley,Government,Secondary,Monash (C),145.17682,-37.86541
Kerang,Government,Secondary,Gannawarra (S),143.9138,-35.72565
Kensington,Government,Secondary,Melbourne (C),144.92558,-37.78791
Kew East,Government,Secondary,Boroondara (C),145.06336,-37.79555
Mont Albert North,Government,Secondary,Whitehorse (C),145.11756,-37.80219
Koo Wee Rup,Government,Secondary,Cardinia (S),145.49578,-38.19709
Korumburra,Government,Secondary,South Gippsland (S),145.8039,-38.44387
Kyabram,Government,Pri/Sec,Campaspe (S),145.05621,-36.31748
Kyneton,Government,Secondary,Macedon Ranges (S),144.45817,-37.25133
Lalor,Government,Secondary,Whittlesea (C),145.03062,-37.67266
Epping,Government,Secondary,Whittlesea (C),145.03412,-37.66077
Lilydale,Government,Secondary,Yarra Ranges (S),145.34392,-37.7607
Lorne,Government,Pri/Sec,Surf Coast (S),143.97389,-38.53918
Dandenong North,Government,Secondary,Greater Dandenong (C),145.20671,-37.95876
Richmond,Government,Secondary,Yarra (C),145.00226,-37.81648
Maffra,Government,Secondary,Wellington (S),146.98242,-37.96489
Mansfield,Government,Secondary,Mansfield (S),146.08856,-37.06268
Maribyrnong,Government,Secondary,Maribyrnong (C),144.88823,-37.77931
Geelong,Government,Secondary,Greater Geelong (C),144.35321,-38.14959
South Yarra,Government,Secondary,Stonnington (C),144.99531,-37.83683
Melton,Government,Secondary,Melton (C),144.56822,-37.68175
Mentone,Government,Secondary,Kingston (C),145.0535,-37.98018
Mickleham,Government,Secondary,Hume (C),144.90194,-37.52738
Mildura,Government,Secondary,Mildura (RC),142.14539,-34.198
Mirboo North,Government,Secondary,South Gippsland (S),146.14882,-38.40018
Monbulk,Government,Secondary,Yarra Ranges (S),145.42781,-37.88318
Montmorency,Government,Secondary,Banyule (C),145.11361,-37.71408
Mooroolbark,Government,Secondary,Yarra Ranges (S),145.31423,-37.77508
Mordialloc,Government,Secondary,Kingston (C),145.09268,-38.01224
Mount Beauty,Government,Secondary,Alpine (S),147.16728,-36.74031
Mount Eliza,Government,Secondary,Mornington Peninsula (S),145.09354,-38.1897
Mount Waverley,Government,Secondary,Monash (C),145.13231,-37.86909
Mckinnon,Government,Secondary,Glen Eira (C),145.04854,-37.9122
Melbourne,Government,Secondary,Port Phillip (C),144.97186,-37.83589
Nathalia,Government,Secondary,Moira (S),145.20844,-36.0599
Neerim South,Government,Secondary,Baw Baw (S),145.95668,-38.01694
Newcomb,Government,Secondary,Greater Geelong (C),144.3952,-38.17113
Northcote,Government,Secondary,Darebin (C),144.98971,-37.77416
Ringwood,Government,Secondary,Maroondah (C),145.2376,-37.79975
Numurkah,Government,Secondary,Moira (S),145.44627,-36.07995
Armstrong Creek,Government,Secondary,Greater Geelong (C),144.36414,-38.23176
Orbost,Government,Secondary,East Gippsland (S),148.46635,-37.70411
Ouyen,Government,Pri/Sec,Mildura (RC),142.32261,-35.06457
Pakenham,Government,Secondary,Cardinia (S),145.471,-38.069
Pakenham,Government,Secondary,Cardinia (S),145.44402,-38.07827
Mordialloc,Government,Secondary,Kingston (C),145.0935,-37.9903
Pascoe Vale,Government,Secondary,Merri-bek (C),144.9355,-37.71756
Windsor,Government,Secondary,Stonnington (C),144.99116,-37.85175
Preston,Government,Secondary,Darebin (C),145.0064,-37.74169
Princes Hill,Government,Secondary,Yarra (C),144.96503,-37.78348
Point Cook,Government,Secondary,Wyndham (C),144.76858,-37.91573
Drysdale,Government,Secondary,Greater Geelong (C),144.55753,-38.19066
Rainbow,Government,Pri/Sec,Hindmarsh (S),141.9967,-35.89447
Red Cliffs,Government,Secondary,Mildura (RC),142.19545,-34.2988
Ringwood,Government,Secondary,Maroondah (C),145.23915,-37.81661
Richmond,Government,Secondary,Yarra (C),145.0028,-37.81741
Robinvale,Government,Pri/Sec,Swan Hill (RC),142.78155,-34.58889
Rochester,Government,Secondary,Campaspe (S),144.6987,-36.35278
Rosebud,Government,Secondary,Mornington Peninsula (S),144.88745,-38.36762
Thornton,Government,Secondary,Murrindindi (S),145.82134,-37.29493
Rutherglen,Government,Secondary,Indigo (S),146.4521,-36.06256
Point Cook,Government,Pri/Sec,Wyndham (C),144.77005,-37.91054
Scoresby,Government,Secondary,Knox (C),145.2362,-37.88864
St Albans,Government,Secondary,Brimbank (C),144.80841,-37.74553
St Arnaud,Government,Secondary,Northern Grampians (S),143.25094,-36.60955
Caulfield North,Government,Secondary,Glen Eira (C),145.03417,-37.87398
Strathmore,Government,Secondary,Moonee Valley (C),144.92664,-37.73695
Sunbury,Government,Secondary,Hume (C),144.72867,-37.57428
Brunswick,Government,Secondary,Merri-bek (C),144.96234,-37.77182
Tallangatta,Government,Secondary,Towong (S),147.17267,-36.22044
Thomastown,Government,Secondary,Whittlesea (C),145.00194,-37.67872
Trafalgar,Government,Secondary,Baw Baw (S),146.1583,-38.21457
Truganina,Government,Pri/Sec,Wyndham (C),144.73391,-37.84298
Parkville,Government,Secondary,Melbourne (C),144.95538,-37.79698
Roxburgh Park,Government,Secondary,Hume (C),144.93033,-37.63041
Yarra Junction,Government,Secondary,Yarra Ranges (S),145.62393,-37.79209
Upwey,Government,Secondary,Yarra Ranges (S),145.33548,-37.90436
Vermont,Government,Secondary,Whitehorse (C),145.1997,-37.84412
Berwick,Government,Secondary,Casey (C),145.34741,-38.05369
Carrum Downs,Government,Secondary,Frankston (C),145.19766,-38.09529
Wangaratta,Government,Secondary,Wangaratta (RC),146.30772,-36.3449
Greenvale,Government,Secondary,Hume (C),144.88961,-37.6503
Wantirna,Government,Secondary,Knox (C),145.22997,-37.8576
Warracknabeal,Government,Secondary,Yarriambiack (S),142.3908,-36.25768
Warrandyte,Government,Secondary,Manningham (C),145.18422,-37.74827
Mulgrave,Government,Secondary,Monash (C),145.16938,-37.93447
Werribee,Government,Secondary,Wyndham (C),144.66874,-37.90554
Bairnsdale,Government,Secondary,East Gippsland (S),147.605,-37.82871
Clayton South,Government,Secondary,Kingston (C),145.13658,-37.94031
Wheelers Hill,Government,Secondary,Monash (C),145.18174,-37.91013
Williamstown,Government,Secondary,Hobsons Bay (C),144.89502,-37.86286
Wodonga,Government,Secondary,Wodonga (C),146.88105,-36.12561
Yarram,Government,Secondary,Wellington (S),146.68541,-38.56743
Ballarat East,Government,Secondary,Ballarat (C),143.89228,-37.55912
Yea,Government,Secondary,Murrindindi (S),145.40854,-37.21501
Caulfield East,Government,Secondary,Glen Eira (C),145.03801,-37.8857
Craigieburn,Government,Secondary,Hume (C),144.93595,-37.60875
Emerald,Government,Secondary,Cardinia (S),145.45874,-37.92427
Reservoir,Government,Secondary,Darebin (C),145.02977,-37.72226
Hampton Park,Government,Secondary,Casey (C),145.25988,-38.03486
Hoppers Crossing,Government,Secondary,Wyndham (C),144.69536,-37.87122
Keilor Downs,Government,Secondary,Brimbank (C),144.81119,-37.71552
Morwell,Government,Secondary,Latrobe (C),146.43279,-38.22879
Kurunjang,Government,Secondary,Melton (C),144.58596,-37.67291
Lakes Entrance,Government,Secondary,East Gippsland (S),147.99841,-37.87134
Langwarrin,Government,Secondary,Frankston (C),145.19018,-38.15929
Sunbury,Government,Secondary,Hume (C),144.70448,-37.58401
Burwood East,Government,Secondary,Whitehorse (C),145.16373,-37.84852
Seaford,Government,Secondary,Frankston (C),145.13474,-38.0835
Eltham North,Government,Secondary,Banyule (C),145.13991,-37.68687
Stawell,Government,Secondary,Northern Grampians (S),142.78979,-37.06195
Rowville,Government,Secondary,Knox (C),145.23709,-37.92389
Wonthaggi,Government,Secondary,Bass Coast (S),145.59788,-38.61094
Sandringham,Government,Secondary,Bayside (C),145.02303,-37.95671
Fitzroy North,Government,Secondary,Yarra (C),144.98748,-37.78491
Ashwood,Government,Secondary,Monash (C),145.10333,-37.86453
Mitcham,Government,Secondary,Whitehorse (C),145.19016,-37.80711
Leongatha,Government,Secondary,South Gippsland (S),145.96124,-38.47869
Diamond Creek,Government,Secondary,Nillumbik (S),145.1674,-37.67283
Burwood East,Government,Language,Whitehorse (C),145.14829,-37.84789
Collingwood,Government,Language,Yarra (C),144.9848,-37.80784
Noble Park,Government,Language,Greater Dandenong (C),145.17817,-37.97117
Greensborough,Government,Secondary,Banyule (C),145.09125,-37.70849
Ararat,Government,Secondary,Ararat (RC),142.92196,-37.286
Mill Park,Government,Secondary,Whittlesea (C),145.06341,-37.66416
Bacchus Marsh,Government,Secondary,Moorabool (S),144.43306,-37.68563
Hoppers Crossing,Government,Pri/Sec,Wyndham (C),144.67494,-37.85813
Fraser Rise,Government,Secondary,Melton (C),144.72787,-37.71569
Taylors Lakes,Government,Secondary,Brimbank (C),144.7944,-37.70741
Sunshine West,Government,Secondary,Brimbank (C),144.81382,-37.79316
Wallan,Government,Secondary,Mitchell (S),144.98147,-37.41839
Thornbury,Government,Secondary,Darebin (C),145.02521,-37.75649
Portland,Government,Secondary,Glenelg (S),141.59482,-38.35882
Delahey,Government,Secondary,Brimbank (C),144.77243,-37.71946
Williamstown,Government,Pri/Sec,Hobsons Bay (C),144.88521,-37.8577
Oakleigh South,Government,Secondary,Monash (C),145.08977,-37.92232
Swan Hill,Government,Secondary,Swan Hill (RC),143.55285,-35.33523
Traralgon,Government,Secondary,Latrobe (C),146.51949,-38.19142
Mornington,Government,Secondary,Mornington Peninsula (S),145.05776,-38.21671
Keilor East,Government,Secondary,Moonee Valley (C),144.86971,-37.73971
Brunswick,Government,Secondary,Merri-bek (C),144.95501,-37.7709
Glen Waverley,Government,Secondary,Monash (C),145.16211,-37.8781
Frankston North,Government,Secondary,Frankston (C),145.14772,-38.12612
Warrnambool,Government,Secondary,Warrnambool (C),142.49968,-38.37672
Viewbank,Government,Secondary,Banyule (C),145.08659,-37.7412
Noble Park,Government,Secondary,Greater Dandenong (C),145.18237,-37.97021
Hamilton,Government,Secondary,Southern Grampians (S),142.01463,-37.73331
Mooroolbark,Government,Secondary,Yarra Ranges (S),145.31618,-37.78934
Heathmont,Government,Secondary,Maroondah (C),145.2321,-37.83843
Horsham,Government,Secondary,Horsham (RC),142.1841,-36.71166
Richmond,Government,Secondary,Yarra (C),145.01433,-37.82251
Hamlyn Heights,Government,Secondary,Greater Geelong (C),144.32806,-38.12391
Newborough,Government,Secondary,Latrobe (C),146.28598,-38.17668
Templestowe Lower,Government,Secondary,Manningham (C),145.12231,-37.76743
Castlemaine,Government,Secondary,Mount Alexander (S),144.22755,-37.05044
Warragul,Government,Secondary,Baw Baw (S),145.92549,-38.1652
Wendouree,Government,Secondary,Ballarat (C),143.83447,-37.51922
Charlton,Government,Pri/Sec,Buloke (S),143.35963,-36.27031
Wycheproof,Government,Pri/Sec,Buloke (S),143.2291,-36.0757
Birchip,Government,Pri/Sec,Buloke (S),142.90994,-35.98438
Nhill,Government,Pri/Sec,Hindmarsh (S),141.65886,-36.3326
Sale,Government,Secondary,Wellington (S),147.06801,-38.10892
Frankston,Government,Secondary,Frankston (C),145.15845,-38.14632
Dinner Plain,Government,Camp,Alpine (S),147.24592,-37.02329
Braybrook,Government,Language,Maribyrnong (C),144.85404,-37.791
Narre Warren South,Government,Pri/Sec,Casey (C),145.28508,-38.04973
Lara,Government,Secondary,Greater Geelong (C),144.41157,-38.01818
Kaniva,Government,Pri/Sec,West Wimmera (S),141.24485,-36.38272
Corryong,Government,Pri/Sec,Towong (S),147.91076,-36.19294
Maryborough,Government,Pri/Sec,Central Goldfields (S),143.72287,-37.04216
South Morang,Government,Pri/Sec,Whittlesea (C),145.07568,-37.63494
Point Cook,Government,Secondary,Wyndham (C),144.73282,-37.88672
Wyndham Vale,Government,Pri/Sec,Wyndham (C),144.60185,-37.87351
Coburg,Government,Secondary,Merri-bek (C),144.9728,-37.7407
Wodonga,Government,Pri/Sec,Wodonga (C),146.89056,-36.13084
Craigieburn,Government,Pri/Sec,Hume (C),144.92133,-37.57864
Tarneit,Government,Secondary,Wyndham (C),144.68041,-37.83335
Echuca,Government,Secondary,Campaspe (S),144.73242,-36.13239
Clayton,Government,Secondary,Monash (C),145.12869,-37.91422
Altona,Government,Pri/Sec,Hobsons Bay (C),144.81864,-37.86191
Dandenong,Government,Secondary,Greater Dandenong (C),145.20901,-37.97942
Wonthaggi,Government,Special,Bass Coast (S),145.59647,-38.60974
Laverton,Government,Pri/Sec,Hobsons Bay (C),144.77263,-37.85617
Broadmeadows,Government,Secondary,Hume (C),144.91536,-37.68044
Colac,Government,Secondary,Colac-Otway (S),143.5901,-38.3515
Berwick,Government,Secondary,Casey (C),145.33656,-38.0385
Werribee,Government,Secondary,Wyndham (C),144.70075,-37.89385
Springvale South,Government,Secondary,Greater Dandenong (C),145.15984,-37.96702
Hallam,Government,Secondary,Casey (C),145.26119,-38.0002
Endeavour Hills,Government,Secondary,Casey (C),145.27656,-37.97461
Narre Warren,Government,Secondary,Casey (C),145.29538,-38.00528
Balmoral,Government,Pri/Sec,Southern Grampians (S),141.82362,-37.23958
Myrtleford,Government,Pri/Sec,Alpine (S),146.72614,-36.54889
Cranbourne North,Government,Secondary,Casey (C),145.30872,-38.07313
Somerville,Government,Secondary,Mornington Peninsula (S),145.1686,-38.22726
Tarneit,Government,Primary,Wyndham (C),144.66582,-37.83618
Boort,Government,Pri/Sec,Loddon (S),143.72695,-36.11022
Yarrawonga,Government,Pri/Sec,Moira (S),146.00667,-36.02144
Seymour,Government,Pri/Sec,Mitchell (S),145.14112,-37.02984
Merbein,Government,Pri/Sec,Mildura (RC),142.07131,-34.16937
Albert Park,Government,Secondary,Port Phillip (C),144.94736,-37.84479
Macleod West,Government,Pri/Sec,Darebin (C),145.05865,-37.72897
Cairnlea,Government,Secondary,Brimbank (C),144.7949,-37.75552
Swifts Creek,Government,Pri/Sec,East Gippsland (S),147.72403,-37.26684
Glenroy,Government,Secondary,Merri-bek (C),144.925,-37.7047
Fawkner,Government,Secondary,Merri-bek (C),144.97186,-37.70271
Reservoir,Government,Secondary,Darebin (C),145.00277,-37.69667
Wollert,Government,Secondary,Whittlesea (C),145.02524,-37.60962
Mernda,Government,Pri/Sec,Whittlesea (C),145.08833,-37.60485
Cranbourne East,Government,Secondary,Casey (C),145.30603,-38.10494
Point Cook,Government,Pri/Sec,Wyndham (C),144.72752,-37.90164
Sebastopol,Government,Pri/Sec,Ballarat (C),143.83351,-37.58661
Corio,Government,Pri/Sec,Greater Geelong (C),144.35571,-38.07841
Torquay,Government,Secondary,Surf Coast (S),144.32386,-38.30419
Hopetoun,Government,Pri/Sec,Yarriambiack (S),142.36603,-35.73487
Doveton,Government,Pri/Sec,Casey (C),145.24317,-37.98945
Officer,Government,Secondary,Cardinia (S),145.41097,-38.07202
Caroline Springs,Government,Pri/Sec,Melton (C),144.73722,-37.74634
Caroline Springs,Government,Pri/Sec,Melton (C),144.73804,-37.73445
Caroline Springs,Government,Secondary,Melton (C),144.74028,-37.73102
Caroline Springs,Government,Primary,Melton (C),144.73867,-37.71118
Croydon,Government,Secondary,Maroondah (C),145.26202,-37.79552
Boronia,Government,Pri/Sec,Knox (C),145.29327,-37.8583
Tarneit,Government,Pri/Sec,Wyndham (C),144.67982,-37.83745
Benalla,Government,Pri/Sec,Benalla (RC),145.96385,-36.55337
Parkville,Government,Special,Melbourne (C),144.94736,-37.77682
South Yarra,Government,Secondary,Stonnington (C),144.99612,-37.83615
MELBOURNE,Independent,Pri/Sec,Melbourne (C),144.98214,-37.84883
GLEN IRIS,Independent,Pri/Sec,Stonnington (C),145.05464,-37.86145
BUNDOORA,Catholic,Secondary,Banyule (C),145.06698,-37.69018
WEST MELBOURNE,Catholic,Secondary,Melbourne (C),144.95288,-37.80597
ST KILDA EAST,Catholic,Secondary,Port Phillip (C),144.997,-37.85936
BALLARAT,Catholic,Secondary,Ballarat (C),143.83156,-37.55971
BALLARAT,Catholic,Primary,Ballarat (C),143.84715,-37.5644
BALLARAT EAST,Catholic,Primary,Ballarat (C),143.87401,-37.5617
WARRNAMBOOL,Catholic,Secondary,Warrnambool (C),142.47736,-38.37099
BALLARAT,Catholic,Secondary,Ballarat (C),143.82347,-37.55686
MANSFIELD,Catholic,Primary,Mansfield (S),146.08901,-37.05835
NEWPORT,Catholic,Primary,Hobsons Bay (C),144.8814,-37.84003
WILLIAMSTOWN,Catholic,Primary,Hobsons Bay (C),144.90089,-37.8635
KEW,Independent,Pri/Sec,Boroondara (C),145.03918,-37.81111
ST KILDA EAST,Independent,Pri/Sec,Glen Eira (C),145.00489,-37.87738
NORTH MELBOURNE,Catholic,Primary,Melbourne (C),144.94625,-37.7933
WANGARATTA,Catholic,Primary,Wangaratta (RC),146.32195,-36.35616
ST KILDA EAST,Catholic,Primary,Port Phillip (C),144.99759,-37.85902
KILMORE,Catholic,Secondary,Mitchell (S),144.94763,-37.30101
FLEMINGTON,Catholic,Primary,Moonee Valley (C),144.93173,-37.7847
BENDIGO,Catholic,Secondary,Greater Bendigo (C),144.27336,-36.75344
MARYBOROUGH,Independent,Secondary,Central Goldfields (S),143.73642,-37.05354
MARYBOROUGH,Catholic,Primary,Central Goldfields (S),143.7368,-37.05183
BAIRNSDALE,Catholic,Primary,East Gippsland (S),147.58563,-37.8414
REDAN,Catholic,Primary,Ballarat (C),143.83767,-37.57811
HAWTHORN,Catholic,Primary,Boroondara (C),145.03432,-37.82646
GLEN IRIS,Catholic,Pri/Sec,Stonnington (C),145.05157,-37.86175
NORTHCOTE,Catholic,Primary,Darebin (C),144.99672,-37.77462
PRESTON,Catholic,Primary,Darebin (C),145.00377,-37.74481
MORWELL,Catholic,Primary,Latrobe (C),146.40432,-38.23943
TRARALGON,Catholic,Primary,Latrobe (C),146.5347,-38.19516
SHEPPARTON,Catholic,Primary,Greater Shepparton (C),145.40765,-36.37473
SEYMOUR,Catholic,Pri/Sec,Mitchell (S),145.14092,-37.0199
DONALD,Catholic,Primary,Buloke (S),142.98517,-36.37358
SALE,Catholic,Primary,Wellington (S),147.06233,-38.11071
KILMORE,Catholic,Primary,Mitchell (S),144.94811,-37.29939
BALLAN,Catholic,Primary,Moorabool (S),144.22873,-37.5999
GORDON,Catholic,Primary,Moorabool (S),144.0909,-37.58065
LANCEFIELD,Catholic,Primary,Macedon Ranges (S),144.73173,-37.27876
CRESWICK,Catholic,Primary,Hepburn (S),143.89226,-37.42851
TARRINGTON,Independent,Primary,Southern Grampians (S),142.09426,-37.76623
KANGAROO FLAT,Catholic,Primary,Greater Bendigo (C),144.2448,-36.7942
BENALLA,Catholic,Primary,Benalla (RC),145.97412,-36.55396
DUNNSTOWN,Catholic,Primary,Moorabool (S),143.96603,-37.59116
NEWTOWN,Catholic,Secondary,Greater Geelong (C),144.34015,-38.1495
ST ARNAUD,Catholic,Primary,Northern Grampians (S),143.24686,-36.61708
MILDURA,Catholic,Secondary,Mildura (RC),142.15346,-34.18872
BRIGHTON,Catholic,Secondary,Bayside (C),144.99678,-37.89673
BRIGHTON,Catholic,Primary,Bayside (C),144.99766,-37.89794
BENTLEIGH EAST,Catholic,Primary,Glen Eira (C),145.07091,-37.92304
KEW,Independent,Pri/Sec,Boroondara (C),145.03849,-37.81395
EAGLEHAWK,Catholic,Primary,Greater Bendigo (C),144.25729,-36.72348
MOUNT CLEAR,Catholic,Secondary,Ballarat (C),143.87035,-37.61146
BALLARAT,Independent,Pri/Sec,Ballarat (C),143.83365,-37.55965
CASTLEMAINE,Catholic,Primary,Mount Alexander (S),144.22096,-37.06396
KYNETON,Catholic,Secondary,Macedon Ranges (S),144.45882,-37.25289
WOODEND,Catholic,Primary,Macedon Ranges (S),144.53049,-37.35779
CHARLTON,Catholic,Primary,Buloke (S),143.35105,-36.27177
TATURA,Catholic,Primary,Greater Shepparton (C),145.22392,-36.43983
SOUTH YARRA,Independent,Primary,Melbourne (C),144.98574,-37.83895
COBURG,Catholic,Primary,Merri-bek (C),144.96785,-37.73893
WERRIBEE,Catholic,Primary,Wyndham (C),144.65057,-37.90127
GISBORNE,Catholic,Primary,Macedon Ranges (S),144.59009,-37.49091
SUNBURY,Catholic,Primary,Hume (C),144.7363,-37.58004
CHILTERN,Catholic,Primary,Indigo (S),146.60706,-36.14598
RUTHERGLEN,Catholic,Primary,Indigo (S),146.46298,-36.05042
INGLEWOOD,Catholic,Primary,Loddon (S),143.87249,-36.57114
BENALLA,Catholic,Secondary,Benalla (RC),145.97539,-36.55277
BALWYN,Independent,Pri/Sec,Boroondara (C),145.08033,-37.81516
PAKENHAM,Catholic,Primary,Cardinia (S),145.47453,-38.06938
ARMADALE,Independent,Pri/Sec,Stonnington (C),145.02509,-37.85232
YARRAWONGA,Catholic,Primary,Moira (S),146.00925,-36.01072
KEW,Catholic,Pri/Sec,Boroondara (C),145.0311,-37.81386
PENSHURST,Catholic,Primary,Southern Grampians (S),142.28978,-37.87751
ARARAT,Catholic,Secondary,Ararat (RC),142.93777,-37.28474
CASTERTON,Catholic,Primary,Glenelg (S),141.41363,-37.58601
BACCHUS MARSH,Catholic,Primary,Moorabool (S),144.43486,-37.67227
KOROIT,Catholic,Primary,Moyne (S),142.36897,-38.29989
CORIO,Independent,Pri/Sec,Greater Geelong (C),144.39907,-38.06882
KEW,Independent,Pri/Sec,Boroondara (C),145.0355,-37.8102
FITZROY,Catholic,Secondary,Yarra (C),144.97441,-37.80371
FITZROY,Catholic,Primary,Yarra (C),144.97852,-37.80205
LILYDALE,Catholic,Secondary,Yarra Ranges (S),145.35775,-37.75076
FOOTSCRAY,Catholic,Primary,Maribyrnong (C),144.90684,-37.80116
YARRAVILLE,Catholic,Primary,Maribyrnong (C),144.8899,-37.8137
HORSHAM,Catholic,Primary,Horsham (RC),142.20399,-36.714
COLAC,Catholic,Secondary,Colac-Otway (S),143.57693,-38.35203
COLAC,Catholic,Primary,Colac-Otway (S),143.5854,-38.33473
MENTONE,Catholic,Secondary,Kingston (C),145.06571,-37.98415
MORNINGTON,Catholic,Secondary,Mornington Peninsula (S),145.072,-38.21826
SOUTH YARRA,Independent,Pri/Sec,Melbourne (C),144.9848,-37.83169
NEWTOWN,Independent,Pri/Sec,Greater Geelong (C),144.34009,-38.15242
SHEPPARTON,Catholic,Secondary,Greater Shepparton (C),145.40764,-36.37471
YARRAWONGA,Catholic,Secondary,Moira (S),146.00921,-36.00866
CLIFTON HILL,Catholic,Primary,Yarra (C),144.98822,-37.79034
NUMURKAH,Catholic,Primary,Moira (S),145.4436,-36.08646
WARRNAMBOOL,Catholic,Primary,Warrnambool (C),142.48614,-38.37249
PORTLAND,Independent,Secondary,Glenelg (S),141.60595,-38.34523
DRYSDALE,Catholic,Secondary,Greater Geelong (C),,
GEELONG,Catholic,Primary,Greater Geelong (C),144.363,-38.15319
GEELONG WEST,Catholic,Primary,Greater Geelong (C),144.34604,-38.13484
